tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0122718,movie,Small Soldiers,Small Soldiers,0,1998,\N,110,"Action,Adventure,Comedy",6.3,106143
tt0122735,movie,Lucky and Zorba,La gabbianella e il gatto,0,1998,\N,75,"Animation,Comedy,Drama",7.2,1959
tt0122740,movie,Sztos,Sztos,0,1997,\N,86,"Action,Comedy",6.5,1067
tt0122768,movie,Twin Sitters,Twin Sitters,0,1994,\N,93,"Comedy,Family,Thriller",5.9,4139
tt0122770,movie,The Valley of the Bees,Údolí vcel,0,1968,\N,97,"Drama,History",7.8,1830
tt0122883,movie,Woe to the Young,Alloimono stous neous,0,1961,\N,87,"Drama,Fantasy,Romance",8.1,1418
tt0122933,movie,Analyze This,Analyze This,0,1999,\N,103,"Comedy,Crime",6.7,162218
tt0122961,movie,Arrival II,The Second Arrival,0,1998,\N,105,"Horror,Mystery,Sci-Fi",3.8,3210
tt0123003,movie,Bruno,Bruno,0,2000,\N,108,"Comedy,Drama",6.0,1607
tt0123034,movie,Dead Man's Curve,Dead Man's Curve,0,1998,\N,91,"Drama,Mystery,Romance",5.8,6424
tt0123046,movie,Thief of Dolls,Dozd aroosakha,0,1990,\N,77,"Adventure,Comedy,Family",6.3,1255
tt0123092,movie,Fudoh: The New Generation,Gokudô sengokushi: Fudô,0,1996,\N,98,"Action,Comedy,Crime",7.0,3842
tt0123111,movie,Pippi Goes on Board,Här kommer Pippi Långstrump,0,1969,\N,83,"Adventure,Comedy,Drama",6.8,3044
tt0123186,movie,Ne goryuy!,Ne goryuy!,0,1968,\N,90,"Comedy,Drama",7.8,1344
tt0123209,movie,The Other Sister,The Other Sister,0,1999,\N,129,"Comedy,Drama,Romance",6.4,13100
tt0123215,movie,Parting Shots,Parting Shots,0,1998,\N,99,"Comedy,Crime,Romance",5.1,1081
tt0123221,movie,Just the Ticket,Just the Ticket,0,1998,\N,115,"Comedy,Drama,Romance",5.6,2031
tt0123313,movie,Help Its Vengos Visible Agent '000',"Voitheia o Vengos, faneros praktor '000'",0,1967,\N,89,Comedy,8.2,1463
tt0123324,movie,Why Do Fools Fall in Love,Why Do Fools Fall in Love,0,1998,\N,116,"Biography,Drama,Music",6.4,4578
tt0123328,movie,Made in Hong Kong,Heung Gong jai jo,0,1997,\N,109,"Comedy,Crime,Drama",7.5,3039
tt0123334,movie,"Fight, Zatoichi, Fight",Zatôichi kesshô-tabi,0,1964,\N,87,"Action,Adventure,Drama",7.4,1895
tt0123335,movie,Zatoichi's Revenge,Zatôichi nidan-kiri,0,1965,\N,84,"Action,Adventure,Drama",7.3,1535
tt0123371,movie,Aberration,Aberration,0,1997,\N,93,"Horror,Sci-Fi",4.6,1054
tt0123385,movie,Artemisia,Artemisia,0,1997,\N,98,"Biography,Drama,History",6.7,2216
tt0123390,movie,The Miscellaneous Brigade on the Watch,B.D. în alertã,0,1971,\N,95,"Action,Comedy,Crime",8.6,1990
tt0123391,movie,The Miscellaneous Brigade Strikes Again,Brigada Diverse intrã în actiune,0,1970,\N,100,Comedy,8.5,1926
tt0123392,movie,Miscellaneous Brigade in the Mountains and at the Sea,B.D. la munte si la mare,0,1971,\N,100,"Action,Comedy,Crime",8.6,2047
tt0123755,movie,Cube,Cube,0,1997,\N,90,"Horror,Mystery,Sci-Fi",7.1,248762
tt0123832,movie,Family Plan,Family Plan,0,1997,\N,95,"Comedy,Family",4.8,1196
tt0123847,movie,Women in Cellblock 9,Frauen für Zellenblock 9,0,1978,\N,75,"Action,Crime,Drama",4.3,1049
tt0123948,movie,Cure,Cure,0,1997,\N,111,"Crime,Horror,Mystery",7.5,23740
tt0123964,movie,Life,Life,0,1999,\N,108,"Comedy,Crime,Drama",6.8,55132
tt0123976,movie,Loafing and Camouflage,Loufa kai parallagi,0,1984,\N,99,Comedy,7.8,3662
tt0123987,movie,Madeline,Madeline,0,1998,\N,88,"Comedy,Family",6.0,8077
tt0124012,movie,Morgiana,Morgiana,0,1972,\N,106,"Crime,Drama,Horror",7.2,1559
tt0124014,movie,The Mutilator,The Mutilator,0,1984,\N,86,"Horror,Thriller",5.2,6266
tt0124102,movie,Strangeland,Strangeland,0,1998,\N,85,"Horror,Thriller",5.0,7708
tt0124179,movie,Two Girls and a Guy,Two Girls and a Guy,0,1997,\N,84,Drama,5.5,8726
tt0124185,movie,Under the Skin,Under the Skin,0,1997,\N,82,Drama,6.5,1602
tt0124198,movie,Very Bad Things,Very Bad Things,0,1998,\N,100,"Comedy,Crime,Thriller",6.3,49123
tt0124207,movie,The Thief,Vor,0,1997,\N,96,"Crime,Drama",7.6,5646
tt0124272,movie,The Flying Liftboy,Abeltje,0,1998,\N,110,"Adventure,Family",6.0,1757
tt0124295,movie,The Big One,The Big One,0,1997,\N,91,"Comedy,Crime,Documentary",7.1,8055
tt0124298,movie,Blast from the Past,Blast from the Past,0,1999,\N,112,"Comedy,Drama,Romance",6.7,72126
tt0124312,movie,Ashes of Paradise,Cenizas del paraíso,0,1997,\N,116,"Crime,Drama,Mystery",7.4,1804
tt0124315,movie,The Cider House Rules,The Cider House Rules,0,1999,\N,126,"Drama,Romance",7.4,105195
tt0124349,movie,Redline,Deathline,0,1997,\N,97,"Action,Sci-Fi",4.7,1417
tt0124437,movie,The Ogre of Athens,O Drakos,0,1956,\N,103,"Crime,Drama",7.9,2214
tt0124595,movie,Return to Paradise,Return to Paradise,0,1998,\N,111,"Drama,Romance,Thriller",6.9,15458
tt0124621,movie,The Laughing Woman,Femina ridens,0,1969,\N,90,Thriller,6.8,1482
tt0124718,movie,He Got Game,He Got Game,0,1998,\N,136,"Drama,Sport",6.9,51722
tt0124770,movie,Patlabor 2: The Movie,Kidô keisatsu patorebâ: The Movie 2,0,1993,\N,113,"Action,Animation,Drama",7.5,4647
tt0124819,movie,Orgazmo,Orgazmo,0,1997,\N,94,Comedy,6.1,38141
tt0124836,movie,Police Woman,Nu jing cha,0,1973,\N,80,"Action,Crime",3.6,1603
tt0124879,movie,Simon Birch,Simon Birch,0,1998,\N,114,"Comedy,Drama,Family",6.8,22264
tt0124901,movie,Thursday,Thursday,0,1998,\N,87,"Action,Comedy,Crime",7.1,20144
tt0125022,movie,Heartbreakers,Heartbreakers,0,2001,\N,123,"Comedy,Crime,Romance",6.2,58273
tt0125128,movie,The Hanging Garden,The Hanging Garden,0,1997,\N,91,"Drama,Romance",6.8,3091
tt0125209,movie,I Think I Do,I Think I Do,0,1997,\N,90,"Comedy,Romance",6.6,1678
tt0125301,movie,Who Wants to Kill Jessie?,Kdo chce zabít Jessii?,0,1966,\N,80,"Comedy,Fantasy,Sci-Fi",7.2,1163
tt0125439,movie,Notting Hill,Notting Hill,0,1999,\N,124,"Comedy,Drama,Romance",7.2,344561
tt0125454,movie,Paulie,Paulie,0,1998,\N,91,"Adventure,Comedy,Drama",6.5,16315
tt0125507,movie,Sofies verden,Sofies verden,0,1999,\N,113,"Drama,Fantasy,History",5.8,1981
tt0125510,movie,Splatter University,Splatter University,0,1984,\N,78,"Horror,Mystery,Thriller",4.0,1957
tt0125522,movie,Sue,Sue,0,1997,\N,91,Drama,7.1,1504
tt0125659,movie,Open Your Eyes,Abre los ojos,0,1997,\N,119,"Drama,Mystery,Sci-Fi",7.7,73524
tt0125664,movie,Man on the Moon,Man on the Moon,0,1999,\N,118,"Biography,Comedy,Drama",7.4,137960
tt0125678,movie,Bongwater,Bongwater,0,1998,\N,97,"Comedy,Drama,Romance",5.1,4404
tt0125718,movie,The Love-stricken,Del Shodegan,0,1992,\N,91,"Drama,History,Music",7.4,1180
tt0125879,movie,Lulu on the Bridge,Lulu on the Bridge,0,1998,\N,103,"Drama,Music,Mystery",6.2,4216
tt0125968,movie,Operation 'The Monster',Operatiunea 'Monstrul',0,1976,\N,102,Comedy,8.6,1466
tt0125971,movie,Outside Providence,Outside Providence,0,1999,\N,96,"Comedy,Drama,Romance",6.4,9372
tt0126004,movie,The Iron Rose,La rose de fer,0,1973,\N,86,"Drama,Fantasy,Horror",6.0,2308
tt0126029,movie,Shrek,Shrek,0,2001,\N,90,"Adventure,Animation,Comedy",7.9,739555
tt0126234,movie,Chamatkar,Chamatkar,0,1992,\N,171,"Comedy,Drama,Fantasy",6.5,7047
tt0126237,movie,To the Stars by Hard Ways,Cherez ternii k zvyozdam,0,1981,\N,148,Sci-Fi,5.9,1485
tt0126240,movie,Chutney Popcorn,Chutney Popcorn,0,1999,\N,92,"Comedy,Drama",5.8,1165
tt0126250,movie,Cookie's Fortune,Cookie's Fortune,0,1999,\N,118,"Comedy,Drama",6.8,13848
tt0126261,movie,Desert Blue,Desert Blue,0,1998,\N,90,Drama,6.1,2515
tt0126344,movie,I Went Down,I Went Down,0,1997,\N,107,"Action,Comedy,Crime",6.8,2288
tt0126388,movie,Legionnaire,Legionnaire,0,1998,\N,99,"Action,Adventure,Drama",5.5,25889
tt0126604,movie,Pecker,Pecker,0,1998,\N,87,"Comedy,Drama",6.3,14909
tt0126618,movie,I pompieri,I pompieri,0,1985,\N,89,Comedy,5.5,1309
tt0126765,movie,23,23 - Nichts ist so wie es scheint,0,1998,\N,99,"Drama,Thriller",7.2,7312
tt0126810,movie,Bedrooms and Hallways,Bedrooms and Hallways,0,1998,\N,92,"Comedy,Romance",6.6,3533
tt0126838,movie,Green Fish,Chorok mulkogi,0,1997,\N,111,Drama,7.0,2125
tt0126839,movie,Big Bullet,Chung fung dui: No foh gai tau,0,1996,\N,91,"Action,Crime,Thriller",6.7,1025
tt0126848,movie,Cry Wilderness,Cry Wilderness,0,1987,\N,93,"Adventure,Family,Fantasy",2.1,1496
tt0126859,movie,The Loss of Sexual Innocence,The Loss of Sexual Innocence,0,1998,\N,106,Drama,5.4,3389
tt0126861,movie,Denial,Denial,0,1998,\N,93,"Comedy,Drama,Romance",5.3,2776
tt0126871,movie,Deewana,Deewana,0,1992,\N,185,"Action,Comedy,Drama",6.7,7481
tt0126886,movie,Election,Election,0,1999,\N,103,"Comedy,Romance",7.3,105296
tt0126916,movie,For Love of the Game,For Love of the Game,0,1999,\N,137,"Drama,Romance,Sport",6.6,37645
tt0126938,movie,Hav Plenty,Hav Plenty,0,1998,\N,92,"Comedy,Romance",6.3,1132
tt0127045,movie,Neon Maniacs,Neon Maniacs,0,1986,\N,91,"Horror,Sci-Fi,Thriller",5.0,3037
tt0127276,movie,The Shadow Men,The Shadow Men,0,1997,\N,95,"Action,Sci-Fi,Thriller",4.5,1259
tt0127288,movie,Six Ways to Sunday,Six Ways to Sunday,0,1997,\N,97,"Comedy,Crime,Drama",6.2,1654
tt0127296,movie,Splendor,Splendor,0,1999,\N,93,"Comedy,Romance",6.0,3643
tt0127311,movie,Somersault in a Coffin,Tabutta Rövasata,0,1996,\N,76,Drama,7.6,11212
tt0127349,movie,Waking the Dead,Waking the Dead,0,2000,\N,105,"Drama,Mystery,Romance",6.4,7664
tt0127357,movie,Who Am I?,Ngo si seoi,0,1998,\N,108,"Action,Adventure,Comedy",6.8,43135
tt0127454,movie,Bay E,Bay E,0,1995,\N,101,"Comedy,Fantasy,Thriller",3.0,1265
tt0127516,movie,Divorcing Jack,Divorcing Jack,0,1998,\N,110,"Comedy,Thriller",6.7,2181
tt0127536,movie,Elizabeth,Elizabeth,0,1998,\N,124,"Biography,Drama,History",7.4,105571
tt0127626,movie,Kiler,Kiler,0,1997,\N,104,"Action,Comedy,Crime",7.5,7882
tt0127722,movie,Another Day in Paradise,Another Day in Paradise,0,1998,\N,101,"Crime,Drama,Thriller",6.5,9264
tt0127723,movie,Can't Hardly Wait,Can't Hardly Wait,0,1998,\N,100,"Comedy,Romance",6.5,54267
tt0127759,movie,L.E.T.H.A.L. Ladies: Return to Savage Beach,L.E.T.H.A.L. Ladies: Return to Savage Beach,0,1998,\N,98,"Action,Adventure",3.8,1584
tt0127834,movie,Seven Years Bad Luck,Seven Years Bad Luck,0,1921,\N,62,Comedy,7.1,1379
tt0127919,movie,Tale of the Mummy,Tale of the Mummy,0,1998,\N,88,"Adventure,Fantasy,Horror",4.0,3494
tt0128133,movie,The Harmonists,Comedian Harmonists,0,1997,\N,115,"Biography,Drama,Music",7.2,3623
tt0128137,movie,The Confession,The Confession,0,1999,\N,114,"Drama,Thriller",6.0,2783
tt0128221,movie,Fracchia Vs. Dracula,Fracchia contro Dracula,0,1985,\N,94,"Comedy,Horror",5.8,1314
tt0128232,movie,Ghost Keeper,Ghostkeeper,0,1981,\N,89,"Drama,Horror,Thriller",5.0,1283
tt0128239,movie,Grey Owl,Grey Owl,0,1999,\N,118,"Biography,Drama,Western",6.0,4058
tt0128278,movie,Instinct,Instinct,0,1999,\N,126,"Drama,Thriller",6.5,34369
tt0128292,movie,Buttoners,Knoflíkári,0,1997,\N,102,Comedy,7.4,1811
tt0128332,movie,Innocence,Masumiyet,0,1997,\N,110,Drama,8.1,19999
tt0128364,movie,This Transient Life,Mujô,0,1970,\N,143,Drama,7.7,1387
tt0128378,movie,With Fire and Sword,Ogniem i mieczem,0,1999,\N,175,"Adventure,Drama,History",7.0,5462
tt0128442,movie,Rounders,Rounders,0,1998,\N,121,"Crime,Drama",7.3,160772
tt0128445,movie,Rushmore,Rushmore,0,1998,\N,93,"Comedy,Drama,Romance",7.6,198838
tt0128853,movie,You've Got Mail,You've Got Mail,0,1998,\N,119,"Comedy,Drama,Romance",6.7,230826
tt0128960,movie,Belorussky Station,Belorusskiy vokzal,0,1971,\N,101,Drama,7.7,1373
tt0128977,movie,The Bumblebee Flies Anyway,The Bumblebee Flies Anyway,0,1999,\N,95,"Drama,Romance",6.2,1807
tt0128985,movie,Chalti Ka Naam Gaadi,Chalti Ka Naam Gaadi,0,1958,\N,173,"Comedy,Musical,Romance",7.9,1828
tt0129023,movie,Dark Harbor,Dark Harbor,0,1998,\N,96,"Drama,Thriller",6.0,2841
tt0129136,movie,Hell's Kitchen,Hell's Kitchen,0,1998,\N,95,"Crime,Drama",4.6,2823
tt0129167,movie,The Iron Giant,The Iron Giant,0,1999,\N,86,"Action,Adventure,Animation",8.1,229586
tt0129222,movie,The Man Who Had His Hair Cut Short,De man die zijn haar kort liet knippen,0,1965,\N,94,Drama,6.7,1097
tt0129273,movie,Olsen-banden,Olsen-banden,0,1969,\N,82,"Comedy,Crime,Family",7.0,1898
tt0129280,movie,The Out-of-Towners,The Out-of-Towners,0,1999,\N,90,Comedy,5.5,15044
tt0129290,movie,Patch Adams,Patch Adams,0,1998,\N,115,"Biography,Comedy,Drama",6.8,122868
tt0129332,movie,Ravenous,Ravenous,0,1999,\N,101,"Adventure,Drama,Horror",6.9,43450
tt0129387,movie,There's Something About Mary,There's Something About Mary,0,1998,\N,119,"Comedy,Romance",7.1,330449
tt0129659,movie,Train Birds,Zugvögel - ... einmal nach Inari,0,1998,\N,87,"Comedy,Crime,Romance",7.3,1243
tt0129774,movie,Bandyta,Bandyta,0,1997,\N,102,Drama,6.4,1056
tt0129794,movie,An Average Little Man,Un borghese piccolo piccolo,0,1977,\N,122,"Comedy,Crime,Drama",7.8,3070
tt0129884,movie,Dog Park,Dog Park,0,1998,\N,91,"Comedy,Romance",5.2,2341
tt0129908,movie,Ernest in the Army,Ernest in the Army,0,1998,\N,85,"Comedy,Family,War",4.4,2711
tt0129923,movie,The Chambermaid on the Titanic,La femme de chambre du Titanic,0,1997,\N,101,"Drama,Romance",6.6,1464
tt0130018,movie,I Still Know What You Did Last Summer,I Still Know What You Did Last Summer,0,1998,\N,100,"Horror,Mystery,Thriller",4.8,79045
tt0130121,movie,Mickey Blue Eyes,Mickey Blue Eyes,0,1999,\N,102,"Comedy,Crime,Romance",5.9,38305
tt0130156,movie,The Olsen Gang - Final Mission,Olsen Bandens sidste stik,0,1998,\N,105,"Comedy,Crime,Family",5.2,1649
tt0130172,movie,P.U.N.K.S.,P.U.N.K.S.,0,1998,\N,115,"Comedy,Sci-Fi",4.7,1534
tt0130192,movie,Postmortem,Postmortem,0,1998,\N,105,Thriller,5.0,2148
tt0130216,movie,The Redeemer: Son of Satan!,The Redeemer: Son of Satan!,0,1978,\N,84,Horror,5.1,1181
tt0130236,movie,Samurai Cop,Samurai Cop,0,1991,\N,96,"Action,Crime,Thriller",4.5,10232
tt0130350,movie,Vishwatma,Vishwatma,0,1992,\N,174,"Action,Drama,Thriller",6.5,1509
tt0130377,movie,Zatoichi and the Chest of Gold,Zatôichi senryô-kubi,0,1964,\N,83,"Action,Adventure,Drama",7.3,1842
tt0130444,movie,Aimee & Jaguar,Aimée & Jaguar,0,1999,\N,125,"Biography,Drama,Romance",7.2,7021
tt0130529,movie,Cane Toads: An Unnatural History,Cane Toads: An Unnatural History,0,1988,\N,47,"Comedy,Documentary",7.6,1426
tt0130623,movie,Dinosaur,Dinosaur,0,2000,\N,82,"Adventure,Animation,Drama",6.4,67601
tt0130827,movie,Run Lola Run,Lola rennt,0,1998,\N,80,"Action,Crime,Thriller",7.6,208386
tt0131097,movie,The Widower,Il vedovo,0,1959,\N,91,Comedy,7.2,1491
tt0131207,movie,Tri plyus dva,Tri plyus dva,0,1963,\N,100,"Comedy,Romance",7.4,2124
tt0131325,movie,Bowfinger,Bowfinger,0,1999,\N,97,Comedy,6.5,74230
tt0131335,movie,Canoa: A Shameful Memory,Canoa,0,1976,\N,115,"Adventure,Crime,Drama",7.8,1900
tt0131369,movie,Edtv,EDtv,0,1999,\N,122,"Comedy,Drama",6.1,45149
tt0131396,movie,A Fistful of Fingers,A Fistful of Fingers,0,1995,\N,78,"Comedy,Western",5.8,1049
tt0131400,movie,Footrot Flats: The Dog's Tale,Footrot Flats: The Dog's Tale,0,1986,\N,71,"Animation,Comedy",7.0,1037
tt0131436,movie,I Got the Hook Up,I Got the Hook Up,0,1998,\N,93,"Comedy,Crime",4.1,2423
tt0131479,movie,Detective Conan: The Time Bombed Skyscraper,Meitantei Conan: Tokei-jikake no matenrou,0,1997,\N,94,"Adventure,Animation,Crime",7.4,3714
tt0131502,movie,No Code of Conduct,No Code of Conduct,0,1998,\N,90,"Action,Crime,Drama",4.7,1635
tt0131566,movie,Rogue Trader,Rogue Trader,0,1999,\N,101,"Crime,Drama,History",6.4,10708
tt0131636,movie,The Little Fox,Vuk,0,1981,\N,79,"Adventure,Animation,Comedy",8.3,6074
tt0131646,movie,Wing Commander,Wing Commander,0,1999,\N,100,"Action,Adventure,Sci-Fi",4.3,17458
tt0131704,movie,The Adventures of Rocky & Bullwinkle,The Adventures of Rocky and Bullwinkle,0,2000,\N,92,"Adventure,Comedy,Family",4.3,21251
tt0131857,movie,BASEketball,BASEketball,0,1998,\N,103,"Comedy,Sport",6.5,66670
tt0132245,movie,Driven,Driven,0,2001,\N,116,"Action,Drama,Sport",4.6,43250
tt0132347,movie,Mystery Men,Mystery Men,0,1999,\N,121,"Action,Comedy,Fantasy",6.1,70867
tt0132376,movie,Olsen-banden og Dynamitt-Harry,Olsen-banden og Dynamitt-Harry,0,1970,\N,100,"Comedy,Crime,Family",6.5,1113
tt0132378,movie,Olsen-banden tar gull,Olsen-banden tar gull,0,1972,\N,94,"Comedy,Crime,Family",6.8,1105
tt0132382,movie,Olsenbanden for full musikk,Olsenbanden for full musikk,0,1976,\N,91,"Comedy,Crime,Family",6.9,1040
tt0132384,movie,Olsen-banden møter kongen og knekten,Olsen-banden møter kongen og knekten,0,1974,\N,93,"Comedy,Crime,Family",6.4,1029
tt0132477,movie,October Sky,October Sky,0,1999,\N,108,"Biography,Drama,Family",7.8,98538
tt0132512,movie,At First Sight,At First Sight,0,1999,\N,128,"Drama,Romance",6.0,14379
tt0132888,movie,Blood Freak,Blood Freak,0,1972,\N,86,"Horror,Sci-Fi",3.6,1833
tt0132905,movie,No One Writes to the Colonel,El coronel no tiene quien le escriba,0,1999,\N,122,Drama,6.6,1263
tt0132910,movie,The Crow: Salvation,The Crow: Salvation,0,2000,\N,102,"Action,Crime,Fantasy",4.9,12526
tt0133024,movie,Ishq,Ishq,0,1997,\N,161,"Action,Comedy,Drama",6.8,11785
tt0133046,movie,Teaching Mrs. Tingle,Teaching Mrs. Tingle,0,1999,\N,96,"Comedy,Thriller",5.3,21780
tt0133059,movie,Lawyer Lawyer,Suen sei cho,0,1997,\N,85,"Comedy,Drama,History",6.2,1757
tt0133093,movie,The Matrix,The Matrix,0,1999,\N,136,"Action,Sci-Fi",8.7,2066712
tt0133104,movie,Rebirth of Mothra II,Mosura 2: Kaitei no daikessen,0,1997,\N,97,"Action,Fantasy,Sci-Fi",5.1,1246
tt0133122,movie,New Rose Hotel,New Rose Hotel,0,1998,\N,93,"Drama,Mystery,Sci-Fi",5.1,6339
tt0133152,movie,Planet of the Apes,Planet of the Apes,0,2001,\N,120,"Action,Adventure,Sci-Fi",5.7,232960
tt0133162,movie,Some Birds Can't Fly,Ptice koje ne polete,0,1997,\N,90,Drama,8.0,1091
tt0133170,movie,"Welcome Back, Mr. McDonald",Rajio no jikan,0,1997,\N,103,Comedy,7.7,2118
tt0133189,movie,SLC Punk!,SLC Punk!,0,1998,\N,97,"Comedy,Drama,Music",7.4,33060
tt0133240,movie,Treasure Planet,Treasure Planet,0,2002,\N,95,"Adventure,Animation,Family",7.2,134008
tt0133314,movie,Paparazzi,Paparazzi,0,1998,\N,111,"Comedy,Romance",5.4,1083
tt0133363,movie,Lovers of the Arctic Circle,Los amantes del Círculo Polar,0,1998,\N,112,"Drama,Mystery,Romance",7.6,20251
tt0133385,movie,Asterix and Obelix vs. Caesar,Astérix & Obélix contre César,0,1999,\N,109,"Adventure,Comedy,Family",6.0,45557
tt0133412,movie,Best Laid Plans,Best Laid Plans,0,1999,\N,92,"Crime,Drama,Thriller",6.1,8309
tt0133751,movie,The Faculty,The Faculty,0,1998,\N,104,"Horror,Mystery,Sci-Fi",6.6,135875
tt0133826,movie,Guru,Guru,0,1997,\N,136,"Drama,Fantasy",8.5,3535
tt0133906,movie,Kummeli Goldrush,Kummeli Kultakuume,0,1997,\N,96,"Adventure,Comedy",7.2,3858
tt0133952,movie,The Siege,The Siege,0,1998,\N,116,"Action,Thriller",6.4,78432
tt0133985,movie,A Murder of Crows,A Murder of Crows,0,1998,\N,102,"Action,Crime,Thriller",6.3,9110
tt0134033,movie,Plunkett & Macleane,Plunkett & Macleane,0,1999,\N,99,"Action,Adventure,Comedy",6.3,10490
tt0134057,movie,The Raffle,La riffa,0,1991,\N,93,"Comedy,Drama,Romance",5.1,1242
tt0134067,movie,The Rugrats Movie,The Rugrats Movie,0,1998,\N,79,"Adventure,Animation,Comedy",5.9,20827
tt0134084,movie,Scream 3,Scream 3,0,2000,\N,116,"Horror,Mystery",5.6,164975
tt0134119,movie,The Talented Mr. Ripley,The Talented Mr. Ripley,0,1999,\N,139,"Crime,Drama,Thriller",7.4,247677
tt0134154,movie,Ride with the Devil,Ride with the Devil,0,1999,\N,138,"Drama,Romance,War",6.7,14601
tt0134230,movie,Zimmer Feri,Zimmer Feri,0,1998,\N,97,"Comedy,Crime",6.4,1933
tt0134273,movie,8MM,8MM,0,1999,\N,123,"Crime,Drama,Mystery",6.6,143516
tt0134402,movie,Twenty Years Later,Cabra Marcado Para Morrer,0,1984,\N,119,"Documentary,History",8.3,1720
tt0134614,movie,The Girls,Devchata,0,1962,\N,98,"Comedy,Romance",7.8,4545
tt0134618,movie,"Mystery, Alaska","Mystery, Alaska",0,1999,\N,119,"Comedy,Drama,Sport",6.7,28473
tt0134619,movie,Disturbing Behavior,Disturbing Behavior,0,1998,\N,84,"Horror,Mystery,Sci-Fi",5.6,25435
tt0134630,movie,Duets,Duets,0,2000,\N,112,"Comedy,Drama,Music",6.1,10091
tt0134633,movie,Ekipazh,Ekipazh,0,1980,\N,144,"Action,Drama,Thriller",7.3,2644
tt0134664,movie,Full Alert,Go do gaai bei,0,1997,\N,99,"Action,Crime,Thriller",6.7,1335
tt0134771,movie,Black River,Kuroi kawa,0,1957,\N,114,"Action,Crime,Drama",7.2,1222
tt0134786,movie,The Graduates,Liceenii,0,1986,\N,95,"Comedy,Romance",8.0,2392
tt0134847,movie,Pitch Black,Pitch Black,0,2000,\N,109,"Action,Horror,Sci-Fi",7.0,254010
tt0134928,movie,Spiral,Rasen,0,1998,\N,97,"Drama,Fantasy,Horror",5.2,4018
tt0134969,movie,Soccer Dog: The Movie,Soccer Dog: The Movie,0,1999,\N,98,"Comedy,Family,Sport",3.2,1770
tt0134983,movie,Supernova,Supernova,0,2000,\N,90,"Horror,Sci-Fi,Thriller",4.8,19525
tt0135007,movie,Three Men and a Leg,Tre uomini e una gamba,0,1997,\N,100,Comedy,7.7,10253
tt0135024,movie,A Real Young Girl,Une vraie jeune fille,0,1976,\N,89,Drama,5.3,4237
tt0135033,movie,Poison for the Fairies,Veneno para las hadas,0,1986,\N,90,"Fantasy,Horror",7.2,2622
tt0135037,movie,Venus Wars,Vinasu senki,0,1989,\N,103,"Action,Animation,Drama",6.6,2008
tt0135165,movie,Bug Buster,Bug Buster,0,1998,\N,93,"Comedy,Horror,Sci-Fi",3.9,1160
tt0135509,movie,"My Daughter, the Socialist","I kori mou, i sosialistria",0,1966,\N,94,"Comedy,Romance",6.0,1470
tt0135519,movie,"Barrel Piano, Poverty and Earnestness","Laterna, ftoheia kai filotimo",0,1955,\N,91,"Comedy,Music",7.5,1169
tt0135625,movie,The Republic of ShKID,Respublika ShKID,0,1966,\N,100,"Comedy,Drama,Family",7.8,1177
tt0135641,movie,Sapoot,Sapoot,0,1996,\N,158,"Action,Crime,Drama",5.2,1244
tt0135673,movie,The Auntie from Chicago,I theia apo to Chicago,0,1957,\N,72,Comedy,7.6,1771
tt0135756,movie,Ah! Afti I Gynaika Mou,Ah! Afti i gynaika mou,0,1967,\N,94,Comedy,6.4,1039
tt0135790,movie,Bang Boom Bang - Ein todsicheres Ding,Bang Boom Bang - Ein todsicheres Ding,0,1999,\N,110,"Action,Comedy,Crime",7.5,10855
tt0136153,movie,English Babu Desi Mem,English Babu Desi Mem,0,1996,\N,170,"Comedy,Drama,Musical",4.6,2668
tt0136244,movie,Hideous Kinky,Hideous Kinky,0,1998,\N,98,"Adventure,Drama,Romance",6.0,6933
tt0136352,movie,Koyla,Koyla,0,1997,\N,166,"Action,Drama,Musical",6.2,9913
tt0136535,movie,Webmaster,Skyggen,0,1998,\N,102,"Sci-Fi,Thriller",4.8,1170
tt0136551,movie,O striglos pou egine arnaki,O striglos pou egine arnaki,0,1968,\N,80,Comedy,6.8,1212
tt0136694,movie,Snowman,Adam barfi,0,1995,\N,109,"Comedy,Drama,Romance",6.7,2400
tt0137079,movie,Lola and Billy the Kid,Lola + Bilidikid,0,1999,\N,93,"Drama,Romance",6.9,1381
tt0137100,movie,Maya,Maya Memsaab,0,1993,\N,130,"Drama,Mystery,Romance",5.4,2385
tt0137201,movie,Rudolph the Red-Nosed Reindeer: The Movie,Rudolph the Red-Nosed Reindeer: The Movie,0,1998,\N,83,"Adventure,Animation,Family",5.8,3189
tt0137226,movie,The Treasure of Swamp Castle,Szaffi,0,1985,\N,76,"Adventure,Animation,Comedy",7.9,2187
tt0137338,movie,200 Cigarettes,200 Cigarettes,0,1999,\N,101,"Comedy,Drama,Romance",6.0,16401
tt0137363,movie,Arlington Road,Arlington Road,0,1999,\N,117,"Action,Crime,Drama",7.2,92259
tt0137386,movie,Billy's Hollywood Screen Kiss,Billy's Hollywood Screen Kiss,0,1998,\N,92,"Comedy,Romance",6.6,3996
tt0137401,movie,Les Boys II,Les Boys II,0,1998,\N,120,"Comedy,Romance,Sport",6.2,1559
tt0137439,movie,Autumn Tale,Conte d'automne,0,1998,\N,112,"Comedy,Drama,Romance",7.4,6268
tt0137494,movie,Entrapment,Entrapment,0,1999,\N,113,"Action,Crime,Romance",6.3,124399
